,학교명,위치,학생수,예산(만원),매칭교과,강좌명,활동목표,위도,경도
358,옥계동부중학교,구미시,285.0,2700.0,영어,Easy Writing ,"
일상생활과 관련된 구체적 주제를 정한 후 자신의 생각을 그림, 핵심어, 마인드맵을 활용하여 쉽게 표현하는 연습을 하고, 문법 구조를 활용한 문장 만들기 활동을 통해 영작문 학습의 기초를 다질 수 있다.",36.13905171,128.4261707
359,옥계동부중학교,구미시,285.0,2700.0,영어,Culture Shock,"
문화마다 다른 상황을 공유하고 동영상이나 책을 통해 다양한 분야의 문화차이를 인식하고 상황에 적합한 행동과 표현을 할 수 있다.",36.13905171,128.4261707
360,옥계동부중학교,구미시,285.0,2700.0,영어,원어민과 함께하는 재미있는 영어말하기,"
 1. 원어민과 함께 유용한 영어 표현들을 익힘으로서 의사소통 능력을 향상시킬 수 있다. 
 2. 팝송을 배우며 노래를 통해 영어 학습에 대한 흥미를 높일 수 있다.",36.13905171,128.4261707
361,옥계중학교,구미시,210.0,2700.0,국어,나와 우리의 이야기 ,"
1. 자신과 주변을 면밀히 관찰하고, 이를 성찰하여 이야기로 풀어 쓸 수 있다.
2. 다양한 언어 매체 활동을 통해 나와 친구, 가족을 표현할 수 있다.",36.13852781,128.410856
362,옥계중학교,구미시,210.0,2700.0,국어,열네 살 인생,"
1. 의미 있는 경험을 찾아 다양한 갈래의 문학 작품으로 표현한다.
2. 다양한 문학 작품 쓰기를 통해 문학을 깊이 이해하고, 문학 창작을 통해 창작의
   즐거움을 맛본다.",36.13852781,128.410856
363,옥계중학교,구미시,210.0,2700.0,영어,영어야 놀자,"
다양한 영어 컨테츠 수업을 통해 영어에 대한 흥미 갖고 듣기, 말하기, 읽기, 쓰기 능력을 신장시킨다.",36.13852781,128.410856
364,옥계중학교,구미시,210.0,2700.0,영어,생활 속 창의 영어,"
1. 다양한 매체를 통해 생활 속에서 활용되는 영어 표현을 자연스럽게 학습하고, 이야기 만들기 활동을 통해 직접 창작한 내용을 영어로 적고 말해본다. ",36.13852781,128.410856
365,옥계중학교,구미시,210.0,2700.0,수학,슬기로운 수학생활,"
다양한 수학적 활동을 통하여 수학적 흥미를 높이고, 수학의 유용성을 알게 하여 수학 교과에 대한 긍정적인 태도를 함양한다.",36.13852781,128.410856
366,옥계중학교,구미시,210.0,2700.0,수학,수학으로 종이접기,"
1. 종이접기로 평면도형과 입체도형을 만들어 보는 활동을 통하여 도형들 속에 숨어 있는 수학적 내용을 이해할 수 있다.
2. 종이접기를 통해 사물에 대한 관찰력을 키우고 수학적 호기심을 갖게 하고 수학적 사고력을 키울 수 있다. ",36.13852781,128.410856
367,옥계중학교,구미시,210.0,2700.0,수학,수학의 민족,"
수학과 관련된 다양한 활동을 통해 수학에 대한 흥미를 높이고, 수학적 사고력과 창의력을 기른다.",36.13852781,128.410856
368,옥계중학교,구미시,210.0,2700.0,과학,과학 탐구 실험 ,"
1. 다양한 탐구 활동을 통하여 과학적 탐구 능력을 신장한다.
2. 생활 속 과학을 경험하고 과학에 대한 흥미를 높인다.",36.13852781,128.410856
369,옥계중학교,구미시,210.0,2700.0,과학,세상 속의 과학 탐구,"
1. 다양한 탐구 활동을 통하여 과학적 탐구 능력을 신장한다.
2. 생활 속 과학을 경험하고 과학에 대한 흥미를 높인다.",36.13852781,128.410856
370,인동중학교,구미시,231.0,2551.0,국어,교실 밖 국어 체험반,"
다양한 국어 활동(듣기, 말하기, 읽기, 쓰기 등)을 통해 나와 타인의 삶을 성찰하고 주변 사람들과 나눌 수 있다. ",36.10931541,128.4288808
371,인동중학교,구미시,231.0,2551.0,국어,시시콜콜한 이야기반,다양한 시와 이야기를 감상하고 스스로 창작해보는 활동을 통해 나만의 이야기를 발견하고 내 삶을 가꾸어 가는 힘을 기를 수 있다. ,36.10931541,128.4288808
372,인동중학교,구미시,231.0,2551.0,수학,수학놀이터반,"다양한 수학체험활동을 통하여 수학적 흥미를 높이고, 수학적 유용성을 알게 하여 수학 교과에 대한 흥미와 관심을 높인다.",36.10931541,128.4288808
373,인동중학교,구미시,231.0,2551.0,수학,사고력 업 수학반,다양한 수학 체험활동을 통해 사고력을 높이고 수학에 대한 긍정적인 인식을 가질 수 있다.,36.10931541,128.4288808
374,인동중학교,구미시,231.0,2551.0,과학,과학탐구반,"
1. 생활 속 과학을 경험하고 과학에 대한 흥미를 높인다.
2. 다양한 탐구활동을 통하여 과학적 탐구 능력을 신장한다. ",36.10931541,128.4288808
375,인동중학교,구미시,231.0,2551.0,과학,플레이사이언스반,다양한 과학 활동 및 실험을 통해 탐구력을 신장하고 융합적이고 독창적인 사고력을 가진 인재를 양성한다.,36.10931541,128.4288808
376,인동중학교,구미시,231.0,2551.0,영어,영어를 통한 밝은 세상 만들기반,"다양한 활동을 통하여 나와 내가 살아가는 세상에 대한 이해를 높이고 말하기, 듣기, 읽기, 쓰기 등 영어 의사 소통 능력을 함양할 수 있다. ",36.10931541,128.4288808
377,인동중학교,구미시,231.0,2551.0,영어,문화로 찾아가는 영어반,영어권 국가의 문화적 배경을 담은 콘텐츠를 활용한 활동을 통해 실용영어 구사 능력 향상과 세계 시민 의식 함양을 목표로 함.,36.10931541,128.4288808
378,인동중학교,구미시,231.0,2551.0,중국어,중국어반,중국어 발음을 익히고 중국어로 간단한 대화를 할 수 있도록 합니다.,36.10931541,128.4288808
379,해마루중학교,구미시,257.0,2500.0,국어,문학이랑 놀자,"
 1. 시를 읽고 쓰는 습관을 형성하여 문학을 생활화하고, 창의적으로 재구성할 수 있다.
 2. 소설 읽기와 독서신문 만들기를 통해 문학적 감수성을 기르고 작품을 내면화할 수 있다.",36.13959681,128.4328884
380,해마루중학교,구미시,257.0,2500.0,영어,신나는 영어교실,"
1. 다양한 활동을 통해 영미 문화권에 관련된 정보를 접하고, 그 정보에 관한 생각을 자유롭게 표현하는 방법을 익혀 말하기 및 쓰기 실력을 향상시킬 수 있다.
2. 실생활과 관련된 주제들을 접하며 자신의 관심 분야를 넓히고, 교과서 밖의 유익한 정보를 습득하여 의사소통능력을 향상시킬 수 있다.",36.13959681,128.4328884
381,해마루중학교,구미시,257.0,2500.0,수학,수학공작소,"
1. 수학에 대한 이해를 높이고, 실생활에 활용하여 수학의 실용성을 느낄 수 있다.
2. 수학적 문제 해결의 협업을 통해 의사소통 능력과 창의성을 함양할 수 있다. ",36.13959681,128.4328884
382,해마루중학교,구미시,257.0,2500.0,과학,탄소중립,"
 1. 날씨, 계절, 기후의 변화가 많은 생물과 사람들의 생존과 생활에 다양한 방식으로 영향을 미친다는      사실을 알고 예를들어 설명할 수 있다.
 2. 기후변화 현상의 원인을 구분하고, 기후변화로 발생되는 갈등 해결 방안을 지구 공동체 관점에서       설명할 수 있다.",36.13959681,128.4328884
383,해마루중학교,구미시,257.0,2500.0,영어,영어로 무한도전 ,"
1. 다양한 활동을 통해 영미 문화권에 관련된 정보를 접하고, 그 정보에 관한 생각을 자유롭게 표현하는 방법을 익혀 말하기 및 쓰기 실력을 향상시킬 수 있다.
2. 실생활과 관련된 주제들을 접하며 자신의 관심 분야를 넓히고, 교과서 밖의 유익한 정보를 습득하여 의사소통능력을 향상시킬 수 있다.",36.13959681,128.4328884
384,해마루중학교,구미시,257.0,2500.0,수학,매쓰 토피아,"
1. 수학에 대한 이해를 높이고, 실생활에 활용하여 수학의 실용성을 느낄 수 있다.
2. 수학적 문제 해결의 협업을 통해 의사소통 능력과 창의성을 함양할 수 있다. ",36.13959681,128.4328884
385,해평중학교,구미시,2.0,700.0,국어,시와 친구하자,"
 1. 시를 감상하고 자신의 느낌을 이야기할 수 있다.
 2. 시를 직접 짓고 시를 낭송하는 활동을 통해 시적 감수성을 기를 수 있다.",36.19960113,128.3922014
386,해평중학교,구미시,2.0,700.0,과학,"알고보니, 일상이 과학!","
빛과 파동으로 인한 일상생활에서 볼 수 있는 현상들을 탐구하고, 관련 실험을 통해 빛과 파동의 성질을 이해한다.",36.19960113,128.3922014
387,해평중학교,구미시,2.0,700.0,수학,수학놀이터,"
놀이로 하는 수학체험활동을 통하여 수학적 흥미를 높이고, 수학의 실용적인 면을 느끼게 하여 수학교과에 대한 관심을 높이게 한다.",36.19960113,128.3922014
388,해평중학교,구미시,2.0,700.0,영어,Reading English,"
읽기의 기초가 부족한 학생들이 기초적인 어휘 공부를 하고 이를 바탕으로 간단한 이야기로 구성된 영어책을 읽음으로써 영어와 친숙한 환경을 만들어 학생들이 영어로 읽고 표현하는 데 있어 두려움을 덜 가지도록 만든다. ",36.19960113,128.3922014
389,현일중학교,구미시,231.0,2500.0,국어,국어 여행,"
 1. 문학작품을 읽고 공감 및 감수성을 바탕으로 삶의 의미와 가치를 발견할 수 있다.
 2. 다양한 매체를 통해 세상을 보는 안목을 기르고 자신의 생각을 효과적으로 표현할 수 있다.",36.18720149,128.349288
390,현일중학교,구미시,231.0,2500.0,영어,세계문화의 이해,"
 1. 원어민 교사와 의사소통하며 의사소통 역량을 강화하며 영미문화를 파악할 수 있다.
 2. 다양한 나라의 문화를 조사하고 학습하여 견문을 넓히고 세계시민의 자질을 가질 수 있다. 
 3. 원어민 교사에게 우리나라를 소개할 수 있다.",36.18720149,128.349288
391,현일중학교,구미시,231.0,2500.0,수학,창의수학,"
1. 학습 동기를 유발하고 학습 활동에 적극적으로 참여할 수 있도록 유도한다.
2. 다양한 수학의 규칙과 목표를 경험하고 협동하는 과정을 통해 의사소통 능력과 사회성을 기른다. 
3. 수학의 표현적 다양함을 알고 새로운 아이디어와 해결법을 찾아 공유할 수 있도록 한다. 
4. 다양한 문제 해결하기 활동으로 수학적 개념과 분석력, 공간지각능력을 확장하도록 한다.
5. 다양한 활동들을 통해 수학에 흥미를 느끼게 한다. ",36.18720149,128.349288
392,현일중학교,구미시,231.0,2500.0,과학,나도과학자,"
 1. 과거와 현대의 과학자를 조사함으로써 과학자의 눈으로 세상을 보는 사고의 힘을 키울 수 있다.
 2. 재미있고 다양한 실험을 통해 과학의 원리를 배워보고 과학의 지적 호기심을 높이며, 이와 관련된 다양한 직업 세계를 탐구할 수 있다.",36.18720149,128.349288
393,형곡중학교,구미시,274.0,2700.0,국어,‘나’와 함께하는 문학과 글쓰기,ㆍ‘나’에 대해 탐색하고 문학 속에서 일상 속 삶의 의미를 생각할 수 있게 한다. ,36.10630547,128.330934
394,형곡중학교,구미시,274.0,2700.0,국어,낭 창 낭 창 시 체험,ㆍ좋은 시를 낭독하고 창작하는 활동을 통해 문학적 표현력 및 예술적 감수성을 높여갈 수 있다.,36.10630547,128.330934
395,형곡중학교,구미시,274.0,2700.0,수학,체험을 통해 배우는 창의 수학,"ㆍ다양한 수학 체험활동을 통하여 수학적 사고력을 기르고, 수학적 창의성을 향상 할 수 있다.",36.10630547,128.330934
396,형곡중학교,구미시,274.0,2700.0,수학,만들고 경험하는 수학,ㆍ교구와 게임을 통해 개념을 알고 학생들이 스스로 수학적 전략을 익혀 생활 속에서 수학적 사고를 활용할 수 있도록 한다. ,36.10630547,128.330934
397,형곡중학교,구미시,274.0,2700.0,과학,나도 과학자!,"
ㆍ다양한 과학 탐구활동을 통해 과학적 흥미를 높이고 과학의 즐거움을 발견할 수 있다.
ㆍ과학자에 대한 생각을 실험을 통해 탐구해 봄으로써 나도 과학자가 될 수 있음을 배울 수 있고 과학에 대해 흥미를 높일 수 있다.",36.10630547,128.330934
398,형곡중학교,구미시,274.0,2700.0,과학,과학깨부수기,ㆍ다양한 체험 중심의 학습활동을 통해서 스스로 학습하고 좋아하는 것을 찾아가는 과정을 통해 미래사회를 살아가는데 필요한 역량을 갖출 수 있게 한다.,36.10630547,128.330934
399,형곡중학교,구미시,274.0,2700.0,과학,사이벤져스,"
ㆍ과학 원리를 활용한 재미있는 실험 놀이를 체험하여 과학의 즐거움을 느낄 수 있도록 하고, 과학 탐구에 대한 흥미와 호기심을 가질 수 있도록 한다.
ㆍ탐구 활동을 통한 학생들의 소질 계발과 진로 탐색 활동 기회를 제공한다.",36.10630547,128.330934
400,형곡중학교,구미시,274.0,2700.0,사회,교실 속 세계 여행,"
ㆍ세계의 자연 환경 및 인문 환경 특성과 그곳에서 살아가는 사람들의 다양한 생활 모습을 이해하고 이를 토대로 나만의 여행 상품을 만들 수 있다.",36.10630547,128.330934
401,형곡중학교,구미시,274.0,2700.0,사회,함께 자라는 유쾌한 세상살이,"
ㆍ사회에서 나타나는  다양한 생활 양식을 배우고 사회의 구성원으로서 함께 살아가는 데 필요한 능력과 태도를 기른다.",36.10630547,128.330934
402,형곡중학교,구미시,274.0,2700.0,사회,미디어 리터러시,"
ㆍ학생들에게 친숙하고 다양한 매체를 통해 사회 현상에 관심을 가지고 문제 해결에 적극적으로 참여하려는 자세를 기른다.
",36.10630547,128.330934
403,형곡중학교,구미시,274.0,2700.0,국어,독서에서 발견하는 나의 미래,ㆍ다양한 문학 작품을 읽고 여러 방식으로 독후활동을 표현할 수 있으며 자신의 미래를 탐색할 수 있다.,36.10630547,128.330934
404,형곡중학교,구미시,274.0,2700.0,수학,살아있는 수학 체험,ㆍ다양한 체험활동을 통해 그 속에 숨겨진 수학적 원리를 발견하고 수학적 경험을 통해 즐거움을 느끼고 창의적 사고를 계발하도록 한다. ,36.10630547,128.330934
405,형남중학교,구미시,109.0,1650.0,국어,문학 읽기반,다양한 문학 작품을 읽고 사고력 및 문학적 상상력과 감수성을 키운다.,36.10110054,128.3358911
406,형남중학교,구미시,109.0,1650.0,사회,사회 탐구,"
 1. 우리나라 각 지역의 인문, 자연환경을 통해 다양한 생활모습을 이해할 수 있다.
 2. 실생활과 관련한 경제 개념에 대해 이해할 수 있다.  ",36.10110054,128.3358911
407,형남중학교,구미시,109.0,1650.0,수학,수학 탐구반,"
1. 수학에 대한 긍정적 성향을 함양하고 수학을 통해 세상을 바라보는 눈을 키울 수 있다.
2. 수학과 관련된 활동들을 통해 수학적 사고력을 기르며 협업 능력을 함양할 수 있다.",36.10110054,128.3358911
408,형남중학교,구미시,109.0,1650.0,수학,수학 호기심반,"
 1. 논리적 사고 및 합리적 문제 해결 능력을 기를 수 있다.
 2. 여러 가지 제작의 체험을 통해 의사소통 능력과 협업 능력을 함양할 수 있다. ",36.10110054,128.3358911
409,형남중학교,구미시,109.0,1650.0,기술가정,목재품 만들기반,"
 목재품을 손으로 직접 만들어 보며 창의성을 키움.",36.10110054,128.3358911
410,군위중학교,군위군,58.0,1100.0,국어,연극반,"? 연극적 요소를 이해하고 협동 작업으로 만들어낸 이야기에 적절한 음악 및 음향, 의상, 소품, 무대, 조명을 선정할 수 있다",36.24547463,128.5697899
411,군위중학교,군위군,58.0,1100.0,국어,나를 찾는 글쓰기,"
 1. 다양한 갈래의 글 쓰기 활동을 통해 여러 종류의 글에 대한 작문을 할 수 있다.
 2. 자기 자신을 주제로 한 글을 쓰며 자기탐색의 기회를 가질 수 있다.",36.24547463,128.5697899
412,군위중학교,군위군,58.0,1100.0,국어,문학으로 삶을 배우다,"
 1. 다양한 갈래의 문학작품을 접하며 자신과 세상에 대한 사고를 넓힐 수 있다.
 2. 작품이 형성된 시기의 사회문화적 배경을 이해하며 작품을 감상할 수 있다. ",36.24547463,128.5697899
413,군위중학교,군위군,58.0,1100.0,수학,수리수리반,학생 중심 활동 수업을 통한 수학적 탐구력을 신장하고 모둠별 활동을 통해 협동과 의사소통 능력을 기른다. ,36.24547463,128.5697899
414,군위중학교,군위군,58.0,1100.0,수학,수학친구반,수학 관련 도서 독서를 하고 수학독후감 포트폴리오 작성 활동을 통해 수학인문학적 소양을 기르고 수학과 친한 친구가 될 수 있도록 한다.,36.24547463,128.5697899
415,군위중학교,군위군,58.0,1100.0,수학,수학책만들기반,수학책 만들기를 통해 자신을 성찰하고 꿈을 찾을 수 있다.,36.24547463,128.5697899
416,군위중학교,군위군,58.0,1100.0,과학,과학과 영화반,"
 1. 영화에서 표현된 과학적 소재를 찾아내고, 관련된 과학적 원리를 설명할 수 있다.
 2. 영화 속 과학적 소재와 원리를 응용하여 일상 생활에 적용할 수 있다. ",36.24547463,128.5697899
417,군위중학교,군위군,58.0,1100.0,과학,환경과학반,환경에 대해 관심을 가지고 과학적 시각을 가지고 생물 다양성 보전하기 위한 활동 방법들을 모색할 수 있다.,36.24547463,128.5697899
418,군위중학교,군위군,58.0,1100.0,과학,소프트웨어 아카데미반,"
1. 소프트웨어를 활용해 자신의 미래는 물론 시대의 변화를 주도할 수 있음을 인식한다.
2. 컴퓨팅 사고와 디자이너적 사고를 활용한 학습 과정을 통해 SW기반 문제해결 기술을 체험한다.
3. 문제해결을 위한 컴퓨팅 사고를 내재화함으로 미래인재로서의 역량을 함양한다. ",36.24547463,128.5697899
419,군위중학교,군위군,58.0,1100.0,영어,영어 애니메이션 활동반,"
 1. 영어 애니메이션을 통해 영어에 흥미를 가지고 즐겁게 참여할 수 있다.
 2. 다양한 활동을 통해 영어표현 능력을 기를 수 있다.",36.24547463,128.5697899
420,군위중학교,군위군,58.0,1100.0,영어,영어 북리포트 쓰기반,다양한 글쓰기 활동을 통해 영어표현 능력을 기를 수 있다.,36.24547463,128.5697899
421,군위중학교,군위군,58.0,1100.0,영어,영어 글쓰기 프로젝트반,다양한 글쓰기 활동을 통해 영어표현 능력을 기를 수 있다.,36.24547463,128.5697899
422,부계중학교,군위군,5.0,500.0,국어,문학 독서 포트폴리오,"1. 문학을 감상하고 독서 감상문을 작성하는 활동을 통해 심미적 감성역량 및 창의적 사고 역략을 기
를 수 있다. 
2. 독서 포트폴리오 발표 및 평가를 통해 의사소통 능력과 표현력을 함양할 수 있다.",36.07957908,128.6548326
423,부계중학교,군위군,5.0,500.0,사회,세상 속으로,"표
1. 다양한 매체를 활용하여 학생들의 호기심을 충족시키고, 직접 여행 계획서를 만들어 봄으로써 지역
에 따른 사람들의 생활 문화를 탐구할 수 있다. 
2. 나만의 여행 계획서를 만들어 보고 공유하면서 창의력을 키울 수 있다.",36.07957908,128.6548326
424,부계중학교,군위군,5.0,500.0,수학,즐거운 수학,"수학에 대한 흥미와 자신감을 갖고 수학의 가치를 인식하며, 사회 및 자연현상을 수학적으로 관찰, 표현하는 경험을 통하여 수학의 기능을 습득한다.",36.07957908,128.6548326
425,부계중학교,군위군,5.0,500.0,과학,과학탐구 실험,"1. 실험을 통하여 과학에 대한 흥미를 높일 수 있다.
2. 협동 학습을 통해 의사소통 능력과 공동체 역량을 함양할 수 있다. ",36.07957908,128.6548326
426,부계중학교,군위군,5.0,500.0,기술가정,창의 공작 ,"1. 만들기 활동을 통해 창의력 및 문제해결능력을 기를 수 있다.
2. 만들기 활동을 통해 도구 사용법과 협동 능력을 함양할 수 있다. ",36.07957908,128.6548326
427,의흥중학교,군위군,5.0,490.0,국어,시 창작반,"
1. 다양한 시 감상을 통해 시에 대한 친밀감을 가진다.
2. 자신의 생활과 관련된 시를 창작함으로써 삶과 하나 되는 문학 체험 기회를 가진다.",36.17476864,128.7211368
428,의흥중학교,군위군,5.0,490.0,수학,수학으로 보는 세상반,수학 작품을 만드는 활동을 통해 수학에 흥미를 가지며 수학적 원리를 이해한다.,36.17476864,128.7211368
429,의흥중학교,군위군,5.0,490.0,사회,법탐구반,사회 구성원의 분쟁 해결 및 권리보호를 위한 재판의 종류와 절차를 알아보고 형사재판 역할극을 발표할 수 있다.,36.17476864,128.7211368
430,의흥중학교,군위군,5.0,490.0,영어,영어노래반,"영어 노래를 통하여 즐겁고 흥미롭게 영어에 접근하는 기회를 제공하며, 다양한 어휘 및 표현을 익혀 자연스럽게 의사소통 기능을 향상한다.",36.17476864,128.7211368
431,효령중학교,군위군,9.0,500.0,국어,책만들기반,"
 1. 성찰과 사고력 확장을 통해 진로를 탐색할 수 있다. 
 2. 창의적이고 능동적인 독자가 될 수 있다. ",36.15464034,128.5778532
432,효령중학교,군위군,9.0,500.0,수학,수학탐구반,"
 각 단원별 문제 만들기 활동을 통해 수학적 사고 향상과 주체적인 학습을 한다.",36.15464034,128.5778532
433,효령중학교,군위군,9.0,500.0,사회,지리여행반,"
1. 다양한 지리적 자료를 바탕으로 지역의 자연환경과 인문환경에 대한 이해를 높이고 지리적 통찰력을     기를 수 있다. 
2. 다양한 지도 제작 체험을 통해 지식정보처리역량, 의사소통 능력과 협업 능력을 함양할 수 있다. ",36.15464034,128.5778532
434,효령중학교,군위군,9.0,500.0,과학,생활과학 탐구반,"
미래사회가 요구하는 융합적이고 독창적인 사고력을 가진 인재를 양성하고, 자연현상에 대해 의문을 갖는 태도를 길러 창의성과 문제해결력을 기른다.",36.15464034,128.5778532
435,김천석천중학교,김천시,70.0,1100.0,국어,뉴스리터러시,뉴스를 활용한 활동을 통하여 리터러시 능력을 기른다.,36.11757395,128.1220534
436,김천석천중학교,김천시,70.0,1100.0,국어,애니메이션 제작,"
디지털 미디어 환경에 대한 이해와 적용 능력 향상
다양한 미디어의 제작 방법을 이해하고 콘텐츠 제작 경험하기",36.11757395,128.1220534
437,김천석천중학교,김천시,70.0,1100.0,영어,My V-log,자신의 하루 일과를 영어로 표현할 수 있다.,36.11757395,128.1220534
438,김천석천중학교,김천시,70.0,1100.0,영어,Our City Movie Clip,자신의 주변을 영어로 소개할 수 있다.,36.11757395,128.1220534
439,김천석천중학교,김천시,70.0,1100.0,사회,세계테마기행,"세계의 다양한 나라별 자연환경, 인문환경, 역사적 사건, 문화유산을 통해 간접적인 체험의 기회를 가진다. ",36.11757395,128.1220534
440,김천석천중학교,김천시,70.0,1100.0,사회,내손안의 세상,"
1. 세계 여러 나라의 대륙별 위치, 자연 및 지리적 특색을 이해 할 수 있다
2. 우리나라와 세계 여러 나라 지도 퍼즐에 완성으로 위치적 장단점과 다른 나라에 대한 관심과 이해의 폭을 넓힌다.",36.11757395,128.1220534
441,김천석천중학교,김천시,70.0,1100.0,과학,꿈을 여는 공작반,흥미를 유발하여 구체적인 공작 경험과 활동을 제공하기 위해 여러 공작모형을 만들어 보면서 무한한 상상을 생각해 본다. ,36.11757395,128.1220534
442,김천석천중학교,김천시,70.0,1100.0,과학,꿈꿔! 무한상상,여러 가지 실험 활동을 통해 관심과 흥미를 높이고 창의적으로 탐구할 수 있다.,36.11757395,128.1220534
443,김천여자중학교,김천시,101.0,1500.0,국어,나도 그림책 작가,"1. 다양한 그림책을 읽어보고 내면화할 수 있다.
2. 나만의 이야기를 구성하여 그림책을 만들 수 있다.
3. 책을 출판한 학생 작가가 됨으로써 자존감을 높일 수 있다.",36.12577398,128.1191369
444,김천여자중학교,김천시,101.0,1500.0,수학,수학여행 ," ? 수학적 전략을 익히고 이를 활용하여 수학적 작품을 만들 수 있다.
? 수학 퀴즈를 해결하고 퀴즈에 이용된 수학적 개념을 실생활에 활용할 수 있다.",36.12577398,128.1191369
445,김천여자중학교,김천시,101.0,1500.0,영어,Talk Talk 영어세상," 1. 다양한 활동과 짝 또는 모둠 활동을 통해 주요 의사소통 표현을 종합적으로 활용하고 응용할 수 있다
2. 자신의 삶과 연관된 활동으로 영어에 대한 흥미와 자신감을 신장 시킨다. ",36.12577398,128.1191369
446,김천여자중학교,김천시,101.0,1500.0,과학,플레이 사이언스," - 다양한 체험 및 탐구 활동을 통해 과학적 흥미를 높이고 과학의 즐거움을 발견할 수 있다.
- 모둠 활동을 통해 협동심과 창의성을 기를 수 있다.",36.12577398,128.1191369
447,문성중학교,김천시,100.0,1300.0,국어,인문학과 미디어 리터리시를 만나다.,"
 1. 인문학에 대한 이해를 높이고, 영화와 미디어를 활용하여 인문학에 대한 통찰력을 기를 수 있다.
 2. 미디어 리터러시를 통해 정보를 재구성할 수 있는 능력을 키울 수 있다. ",36.11844595,128.1468769
448,문성중학교,김천시,100.0,1300.0,국어,톡톡 책을 만나다.,"
 1. 주제에 대한 자신의 생각을 논리적으로 구성하여 설득력 있게 표현할 수 있다.
 2. 독서토론 참여자의 역할 및 태도를 이해하고, 상대방의 의견을 존중하는 태도로 경청할 수 있다. ",36.11844595,128.1468769
449,문성중학교,김천시,100.0,1300.0,영어,영어로 말해봐!,"
1. 영어 읽기 활동을 통해 영어에 대한 두려움을 극복하고 자신감을 회복할 수 있다.
2. 쉬운 영어 원서 읽기 활동과 다양한 읽기 후 활동을 진행하여 영어 글쓰기 능력 향상시킬 수 있다. 
3. 읽기 후 활동을 협동학습으로 진행하여 창의력과 비판적 사고력을 향상시킬 수 있다.",36.11844595,128.1468769
450,문성중학교,김천시,100.0,1300.0,영어,영어로 만나는 예술과 창작체험,"
1. 영어로 제작된 예술 매체를 유형별로 감상하고 분석하여 매체 문해력을 기른다. 
2. 유형별로 작품을 창작하여 창의적 사고와 심미적 감성을 증진한다. 
3. 매체의 유형에 맞는 언어와 시각 자료를 통해 창의력과 협동심을 키울 수 있다.
4. 예술 매체의 특성을 이해하고 실용적 영어표현을 익힐 수 있다.",36.11844595,128.1468769
451,문성중학교,김천시,100.0,1300.0,수학,체험하는 수학,"
 1. 수학 법칙을 이해하고 기능을 습득하며 수학적으로 해석할 수 있는 능력을 키울 수 있다.
 2. 수학에 대한 흥미와 관심을 키우고 수리, 논리적 사고를 통해 수학적 문제를 해결할 수 있다.",36.11844595,128.1468769
452,문성중학교,김천시,100.0,1300.0,수학,발견하는 수학,"
 1. 다양한 수학적 체험 활동을 통하여 학생들의 상상력과 창의력을 개발하고 이를 표현할 수 있다.
 2. 다양한 수학사를 통하여 학생들의 문화적인 소양과 민주적인 시민의식을 기를 수 있다.
 3. 수학을 통해 과학과 예술을 이해함으로써 융합적 소양을 기르고, 종합적 문제해결과 창의적 사고방법, 수학에 대한 긍정적 태도를 기른다.",36.11844595,128.1468769
453,문성중학교,김천시,100.0,1300.0,과학,매일 매일 과학 팡팡,매일 경험하는 생활 속에서 과학적 원리를 찾아보며 과학적 호기심을 가지도록 한다.,36.11844595,128.1468769
454,문성중학교,김천시,100.0,1300.0,과학,펀뻔한 생활 과학,"
 1. 일상생활 속에 숨은 과학적 원리를 탐구하고, 과학적 지식을 실생활에 적용 및 응용하는 실험을 할 수 있다.
2. 일상생활 속에 숨은 과학적 원리를 활용하여 창의적인 아이디어를 구현한 작품을 제작할 수 있다. ",36.11844595,128.1468769
455,성의여자중학교,김천시,102.0,1432.0,국어,모이자 떠들자 꿈꾸자 (자신을 알아가는 글쓰기) ,글쓰기에 대한 막연한 두려움을 버리고 나를 알아가는 글쓰기를 통해 자아성찰은 물론 자기발전의 기회를 함양할 수 있다. ,36.11961289,128.1133186
456,성의여자중학교,김천시,102.0,1432.0,사회,김천 홍보용 부채 만들기,"
1. 우리 향토의 다양한 문화 유산과 관광 자원을 파악함으로써 애향심을 기르고, 개인별로 조사한 결과를 부채 제작을 통해 표현함.
2. 자신이 살고 있는 지역의 다양한 문제점을 찾아보고, 이를 개선할 수 있는 방법을 생각해 봄. 동시에 장     점을 더욱 부각함으로써 지역 사회의 발전과 홍보 방안을 모색해 봄.",36.11961289,128.1133186
457,성의여자중학교,김천시,102.0,1432.0,사회,대중매체 참여 활용과 청소년 문화,"
1. 청소년으로서 대중매체의 영향의 긍정적인 면을 발달시키고 부정적인 면을 올바로 비판하여 청소년 문화    를 바람직하게 창조하고 사회 폭넒게 확산시키는 사회적 책임의식의 균형있는 발달을 도모한다.
2. 사회적 이슈로 관심을 갖고 있는 대중문화 밀접 관련 주제로 매스컴 보도기사나 소식들을 사제동행으로     탐구하여 개인 또는 모둠별로 주제나눔활동과 소감쓰기를 지속적으로 실시하여 건강하고 민주적인 사회인    이 되기 위한 기초를 튼튼히 연마한다.",36.11961289,128.1133186
