학교명,위치,학생수,예산(만원),매칭교과,강좌명,활동목표
신라중학교,경주시,183,2000,수학,수학 체험,구체적 조작 활동과 관차을 통해 학습한 수학 원리를 실생활과 연결시켜 수학을 친숙하게 여길 수 있는 기회 제공
신라중학교,경주시,183,2000,수학,수학이랑 놀자,여러 가지 조작활동을 통하여 수학에 대한 흥미를 높이고 다양한 만들기를 통해 직관적으로 수학적 상황을 이해할 수 있는 기회 제공
신라중학교,경주시,183,2000,과학,과학자들의 업적과 과학 역사를 통한 과학 주제탐구,중학교 과정에서 다루는 과학 이론을 연구하였던 과학자들의 업적과 과학 역사에 대해 이해하고 조사하여 발표하며 창의적 사고 역량을 함양할 수 있는 기회 제공
신라중학교,경주시,183,2000,과학,환경을 위한 과학적 사고,"
지구 환경 파괴의 원인을 조사하여 발표하고 지구
환경 파괴를 방지하기 위한 해결책을 조사 및 발표
하며 환경을 위한 과학적 사고를 하는 기회 제공"
신라중학교,경주시,183,2000,사회,알수록 즐거워 지리,"다른 나라의 위치, 자연환경, 문화 등을 조사하고 정리하여 발표하며 다양한 문화를 경험하는 기회 제공"
신라중학교,경주시,183,2000,사회,사회과 부도로 공부하는 내가 사는 세계,"지구촌 시대에 살아가기 위해 지구촌의 여러 나라의 지리와 문화에 대해 공부하고 다양한 삶의 양식을 컬러링, 비주얼 씽킹, 퍼즐을 통해 탐구하는 기회 제공"
신라중학교,경주시,183,2000,사회,사회 시간에 나는 세계여행,"내가 사는 세계의 다양한 나라의 위치, 자연환경, 문화유산 등을 조사하고 보고서를 작성하고 발표하며 간접적으로 다양한 나라들을 체험해볼 기회 제공"
신라중학교,경주시,183,2000,기술가정,나는 메이커,오리기와 접기법을 이용하여 입체물을 표현해보고 3D펜을 활용하여 간단한 작품을 완성하며 기술적 사고력과 문제 해결 능력을 신장하는 기회 제공
신라중학교,경주시,183,2000,기술가정,슬기로운 가정생활,청소년기 발달 특징을 이해하고 긍정적인 자아정체감을 형성하고 의식주 생활의 수행 능력을 기러 자주적이고 창의적인 가정생활을 영위할 수 있는 능력을 신장하는 기회 제공
아화중학교,경주시,12,900,국어,내가 만든 인형극,"
 1. 극의 특징을 이해하고 창작할 수 있다.
 2. 극을 창작하는 체험을 통해 의사소통 능력을 함양할 수 있다."
아화중학교,경주시,12,900,사회,평화와 민주주의,"
 1. 민주주의 사회 모습을 설계할 수 있다.
 2. 평화의 의미를 통해 갈등을 해결하는 방법을 모색해 본다."
아화중학교,경주시,12,900,과학,호기심 가득한 과학,"
 1. 과학에 대한 이해를 높이고, 흥미를 기를 수 있다.
 2. 과학 개념을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
아화중학교,경주시,12,900,영어,영어야 놀자,"
 1. 영어 동화책을 활용하여 영어 학습의 흥미를 향상 및 유지 시킨다. 
 2. 기본적인 영어 독해력, 영어 의사소통 능력, 영어의 4가지 기능을 향상시킨다."
양남중학교,경주시,34,670,도덕,행복 찾기 프로젝트,"
1. 진정한 행복의 의미를 알고 행복을 찾기 위해 노력할 수 있도록 지도한다.
2. 행복한 삶을 사는 방법을 알고 이를 실천할 수 있게 한다."
양남중학교,경주시,34,670,수학,ART 수학,"
1. 수학은 문제만 푸는 과목이 아니라는 것을 알게 한다.
2. 수학의 원리를 통해 아름다움을 발견할 수 있게 한다.
3. 수업한 자료나 결과물을 스스로 포트폴리오 할 수 있게 지도한다."
양남중학교,경주시,34,670,기술가정,재미있는 노작,"
다양한 노작활동을 통하여 적성을 계발하고 실생활과 관련된 기술적 능력을 향상시킨다."
양남중학교,경주시,34,670,영어,Making a Menu Board,"
영어와 나, 영어와 세계가 어떻게 관련 있는지 살펴보며 영어표현력을 향상시킨다."
양북중학교,경주시,13,750,국어,그림 시집 만들기,"
1. 시 감상하는 방법을 알고 시에 알맞게 시화로 표현할 수 있다.
2. 시를 쓰고 공유하는 활동을 통해 타인과의 의사소통능력을 기를 수 있다."
양북중학교,경주시,13,750,수학,체험을 통한 수학 발견,"
스트링아트, 테셀레이션, 프랙탈 등 다양한 수학체험을 통해 수학에 대한 여러 가지 원리와 규칙들을 접하고 수학의 아름다움을 알 수 있다."
양북중학교,경주시,13,750,기술가정,의복 디자인,"
의복 디자인의 요소와 원리를 파악하여 자신에게 어울리는 에코백을 바느질로 완성할 수 있다."
양북중학교,경주시,13,750,영어,영어 문화의 이해,"
1. 영어권 음식, 그림책, 여행, 언어, 학교에 관한 영어로 적힌 다양한 자료들을 활용하여 영어권 문화를 이해한다.
2. 영어권의 음식, 그림책, 여행, 언어, 학교에 관한 자료를 만들어보는 과정을 통해 4skills를 향상하게 시킨다.
3. 의사소통 도구로서의 영어에 대한 노출을 높일 수 있다."
외동중학교,경주시,87,1300,국어,생활 속 국어 이야기,"
1. 의미 있는 경험을 찾아 말과 글로 표현할 수 있다.
2. 실생활에서 국어와 밀접한 관련을 맺고 있는 분야를 찾고, 관련된 활동을 할 수 있다."
외동중학교,경주시,87,1300,국어,시와 함께,"
1. 문학 영역 중 여러‘시’작품을 감상하고 다양한 방법으로 표현한다.
2. 프로젝트 활동을 통해 혼자가 아닌 같이 시를 향유하고 표현하는 경험을 갖는다."
외동중학교,경주시,87,1300,국어,生글생글 국어,"
1. 자신의 일상에서 의미 있는 경험을 찾아 다양한 작품으로 표현한다.
2. 관찰력 및 창의성을 개발하고 생활 속 인문학적 사고를 함양할 수 있다."
외동중학교,경주시,87,1300,수학,호기심 수학,"
다양한 수학 체험 활동을 통하여 수학에 흥미를 느끼고, 수학적 창의력과 논리적 사고력을 기른다."
외동중학교,경주시,87,1300,수학,수바라기,"
학생들이 일상생활 속에서 수학이 어떻게 녹아 있는지를 온 몸으로 느끼며 체험을 통하여 흥미를 느끼고 스스로 수학을 탐구하는 기회를 갖도록 하여 수학이라는 학문의 필요성을 느끼고 수학 본연의 재미를 일깨워주고자 한다."
외동중학교,경주시,87,1300,과학,빛과 소리,"
? 빛의 성질에 의해 발생하는 과학적 현상에 대하여 이해하고 과학에 대한 통찰력을 기를 수 있다.
? 소리의 성질에 의해 발생하는 과학적 현상에 대하여 이해하고 과학에 대한 통찰력을 기를 수 있다."
외동중학교,경주시,87,1300,과학,나도 과학자,"
 1. 자연의 탐구를 통하여 과학의 기본 개념을 이해할 수 있다.
 2. 자연을 과학적으로 탐구하는 능력을 기르고, 실생활에 이를 활용할 수 있다."
외동중학교,경주시,87,1300,한문,한문과 함께하는 비주얼씽킹,"
한문 내용을 비주얼씽킹을 통해 이해하고 표현하도록 한다."
월성중학교,경주시,131,2500,국어,글놀이 NIE반,필요한 정보를 선택해 활용하는 능력을 기르며 목적이 있는 글쓰기의 기회를 제공하도록 한다.
월성중학교,경주시,131,2500,국어,비문학 독해반,"
1. 각 영역별 다양한 지문을 읽고 내용을 토론할 수 있다. 
2. 선정된 지문을 읽고 다양하게 문제를 만들어 볼 수 있다."
월성중학교,경주시,131,2500,사회,세계의 기후 지역 여행반 ,"
1. 우리와 다른 기후 환경에 적응하거나 이를 극복하면서 살아가는 사람들의 생활 모습을 파악할 수 있다.
2. 같은 기후 환경에서도 사람들의 삶이 다양하다는 것을 파악함으로써 인간과 자연의 관계를 다각적으로 인식할 수 있다."
월성중학교,경주시,131,2500,사회,이야기 역사반 ,"1. 근대, 현대의 동아시아와 유럽의 변화를 설명할 수 있다."
월성중학교,경주시,131,2500,수학,수학탐구반,다양한 수학 체험활동을 통해 수학에 흥미를 느낄 수 있다.
월성중학교,경주시,131,2500,수학,생활수학반,"
? 수학자 일화와 수학도서 독후감, 수학일기 등을 바탕으로 수학 신문을 만들 수 있다.
? 생활 속에서 통계 자료를 조사하여 통계 포스터를 만들 수 있다."
월성중학교,경주시,131,2500,과학,창작메이커반,"
 로봇부품을 이용하여 창의적이고 다양한 기능을 가진 로봇을 만들 수 있다."
월성중학교,경주시,131,2500,과학,과학토론반,이슈가 되고 있는 과학적 문제를 조사하고 자신의 생각과 의견을 발표할 수 있다.
월성중학교,경주시,131,2500,영어,팝송반,"
 1. 팝송 수업에 참여하여 다양한 영미문화에 대해 배운다.
 2. 팝송 수업에 참여하여 어휘, 문법, 구문들에 대해 배운다."
월성중학교,경주시,131,2500,영어,만화로 배우는 영어반,애니매이션 혹은 영어로 된 드라마를 보고 중요한 어휘와 구문들을 익히고 사용해 보는 수업
화랑중학교,경주시,201,2500,국어,문학 낭독극,문학작품을 각색하여 낭독극으로 표현하는 활동을 통해 창의적인 표현력과 문제해결능력을 기를 수 있다.
화랑중학교,경주시,201,2500,국어,두드림 문학,"
 시 창작 활동을 통해 시와 친숙해질 수 있다.
 소설 읽기 및 독후 활동을 통해 독서의 재미를 알 수 있다. 
 자신의 경험을 글로 쓸 수 있다."
화랑중학교,경주시,201,2500,사회,"지구 마을, 세상 속으로","
 1. 지도를 통한 다양한 활동을 통해 세계 여러 국가에 관심을 가지고 세상을 보는 안목을 넓힐 수 있다.
 2. 초대장 만들기를 통해 표현력과 창의력을 기를수 있다."
화랑중학교,경주시,201,2500,사회,세계시민교육,"
 ? 남에 대한 배려와 봉사를 실천하며 더불어 살아가는 공동체 의식을 함양한다.
 ? 지속가능한 발전과 생활 방식을 가질 수 있는 책임 있는 시민으로 성장할 수 있도록 한다.
 ? 지구촌의 문제들을 잘 해결할 수 있도록 실천하고 노력하는 것"
화랑중학교,경주시,201,2500,도덕,교과서 밖 세상 이야기,현실 속 도덕문제에 대해 관심을 가지고 탐구하고 윤리적 실천 태도를 함양한다.
화랑중학교,경주시,201,2500,도덕,테마로 배우는 도덕,"
? 자신과 타인, 사회?국가?지구 공동체와의 관계에 대한 올바른 이해를 바탕으로 삶에 필요한 도덕 
 규범 및 도덕적 가치를 이해할 수 있다.
? 도덕적 지식을 바탕으로 도덕적 사고력과 도덕적 민감성을 함양하고 도덕적 실천의지를 기를 수 있다."
화랑중학교,경주시,201,2500,과학,스마트과학,"
생활 속에서 활용되고 있는 과학기술을 탐구하면서 과학기술에 관심을 갖고 이를 실생활에 적용하는 능력을 기른다."
화랑중학교,경주시,201,2500,과학,창의과학,"
 다양한 과학 탐구 활동을 통하여 과학적 사고력과 창의적 문제 해결력을 길러 일상생활의 문제를 해결할 줄 아는 과학적 소양을 기른다."
화랑중학교,경주시,201,2500,영어,Enjoy English,"
1. 영어 교과와 관련된 다양한 활동을 함으로써 교과에 대한 이해를 넓힐 수 있다.
2. 창의성과 독창성을 발휘할 수 있고 긍정적 자아 역량,의사소통 능력을 함양할 수 있다.
3. 학습 동기를 유발하고 학생들의 미래 핵심 역량 함양 기회를 효과적으로 제공할 수 있다."
화랑중학교,경주시,201,2500,영어,FunFun English,"영어와 관련된 다양한 활동을 통해 창의성과 독창성을 발휘할 수 있고 긍정적 자아 역량, 의사소통 능력, 미래핵심역량을 함양할 수 있다."
고령중학교개진분교장,고령군,4,2500,국어,따로 또 같이 독서,따로 또 같이 독서함으로써 읽기에 대한 긍정적 정서를 형성하고 공동체 구성원과 바람직한 독서 문화를 만들 수 있다.
고령중학교개진분교장,고령군,4,2500,사회,내가 사는 세계 탐구 ,‘내가 사는 세계’를 다각도로 탐구해 봄으로써 자신을 둘러싼 장소에 대해 이해하고 우리 국토의 소중함을 인식할 수 있다.
고령중학교개진분교장,고령군,4,2500,수학,색종이 접기로 수학 익히기,"종이접기 활동을 통해 수학적 개념을 발견하고, 도형의 성질을 파악할 수 있다."
고령중학교개진분교장,고령군,4,2500,기술가정,내 이야기를 풀어내는 단편 영화 제작,자신의 이야기를 풀어내고 5분의 단편 영화를 제작할 수 있다.
고령중학교,고령군,68,1100,국어,창의국어,국어 활동을 통하여 자신을 표현하고 진로 희망과 미래 자서전을 작성하여 발표하는 과정을 통하여 자기 이해와 표현 능력을 함양한다.
고령중학교,고령군,68,1100,사회,재미있는 세계여행,나만의 문화 지도 작성을 통해 우리나라와 세계 여러 나라의 다양한 문화와 전통을 이해하고 다른 문화를 존중하는 태도를 함양한다.
고령중학교,고령군,68,1100,수학,수학 산책,"수학 내용에 적합한 여러 교구, 공학적 도구, 교육용 소프트웨어 등을 이용하여 학생들의 흥미를 유발하고, 학생 스스로 활동을 통해 수학에 대한 이해와 자신감을 기른다."
고령중학교,고령군,68,1100,과학,생태계 탐험,"
1. 생물 다양성의 의미와 중요성 및 필요성을 이해한다.
2. 생물 다양성 보전의 필요성을 이해하고 생물 다양성 보전을 실천할 수 있다.
3. 다양한 탐구 활동을 통해 과학과 핵심 역량을 키울 수 있다."
다산중학교,고령군,67,1100,국어,문학 작품 쪼개기반,"
 1. 문학 작품에 대한 이해를 높이고, 문학 작품을 감상할 수 있다.
 2. 낯선 작품을 스스로 분석하고 문학 해석 능력을 향상시킬 수 있다.
 3. 현대문학의 문학적 흐름을 파악하고 다양한 해석을 이해할 수 있다."
다산중학교,고령군,67,1100,사회,경제야 놀자반,"
? 창업의 과정을 통하여 기업가정신 역량을 함양하고 불편함을 해결하는 창의성을 키운다. 
? 지역사회 및 주변의 문제점을 찾고 해결 아이템을 개발하는 팀 프로젝트를 통해 통솔력, 판단력, 추진력, 협동
 심, 전문성 등을 키운다."
다산중학교,고령군,67,1100,과학,과학공작반반,"
? 다양한 노작활동과 사고활동, 토의 과정을 거치며 과학과 인간, 과학과 환경, 과학과 기술, 과학과 발명의 관계를 생각해보며, 과학이 우리의 삶과 어떤 관계성을 맺고 있는지 고민해보고, 개개인의 과학적 소양을 기를 수 있는 기회를 제공한다. 
? 기초과학의 원리를 생활에 적용하는 능력을 기르게 하며 교사 중심의 수업에서 벗어나, 자기 주도적인 학습 능력, 창의성, 문제 해결 능력 등의 고등사고 능력을 신장시키기 위함에 그 목적이 있다."
다산중학교,고령군,67,1100,기술가정,녹색생활실천반,"
 1. 환경오염의 원인을 알고 우리 생활에 미치는 영향에 대해 설명할 수 있다.
 2. 지속 가능한 발전의 의미를 이해하고 이를 실천할 수 있다."
쌍림중학교,고령군,11,730,국어,한 한기에 한 권 읽기,"
1. 책을 읽고 생각을 나누며 자신을 성찰한다.
2. 다양한 독후 활동을 통해 협업 능력 및 창의력을 신장시킨다."
쌍림중학교,고령군,11,730,수학,체험하는 수학,"
 1. 여러 가지 수학적 활동을 체험함으로써 수학적 사고력을 향상시킨다.
 2. 수학적 원리를 탐구하고 그 원리를 활용하여 자신만의 작품을 계획하고 만들어보는 과정을 통하여 성취감을 느낄 수 있다."
쌍림중학교,고령군,11,730,영어,영어 프로젝트 수업,"
 1. 우리 고장과 관련된 관광상품을 계획하고 관광상품을 영어로 소개할 수 있다. 
 2. 관광상품(맛집, 관광명소, 문화재 등)에 대한 영어 리뷰를 작성할 수 있다."
쌍림중학교,고령군,11,730,사회,나의 첫 경제생활,"
 1. 경제 관련 기본 개념을 이해하고, 보드게임을 활용하여 다양한 경제활동에 흥미를 가진다. 
 2. 모의투자 및 금융여행을 통해서 자산을 불리는 방법을 알아보고 간접적으로 생애주기별 재무를 설계해본다."
쌍림중학교,고령군,11,730,과학,과학 그리기,"
1. 여러 가지 과학 개념을 그림으로 표현할 수 있다.
2. 일상 생활에서 일어나는 과학 현상을 플래시와 같은 영상으로 제작할 수 있다."
우곡중학교,고령군,3,500,국어,이야기 톡톡(독서 토론),?다양한 소재를 다룬 단편 소설을 읽고 비경쟁독서토론하는 과정을 통해 통해 자신과 세상에 대한 이해를 높인다.
우곡중학교,고령군,3,500,과학,3S과학 키움반,"
1. 자기주도적 탐구 활동을 통해 과학 지식을 이해하는 힘을 키운다. 
2. STEAM교육을 통해 아이디어를 생성하고 창의적으로 문제를 해결하는 능력을 기른다."
우곡중학교,고령군,3,500,영어,Fun Fun English,"
 다양한 영어 체험을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
경구중학교,구미시,29,900,국어,지혜의 샘터,"활동 주제에 대한 자신의 생각과 느낌을 사진, 그림, 영상 자료 등의 다양한 요소와 결합하여 한 편의 글로 표현해 보고 다른 사람과 생각을 나누는 과정을 통해 스스로의 역량을 발견하고 강화할 수 있도록 한다."
경구중학교,구미시,29,900,영어,영어로 떠나는 세계 여행,"
? 영어 학습에 대한 긍정적인 태도를 가지며 다양한 문화를 이해하기 위해 자기주도적으로 학습한다.
? 학생의 성장과 발달에 중점을 두는 과정 중심 평가를 하며, 그 결과는 학교생활기록부에 서술식으로 기재한다. 
? 자유학기 핵심역량이 적절하게 함양되고 있는지를 활동 과정 중에 지속적으로 평가하고 피드백한다."
경구중학교,구미시,29,900,수학,교과서 밖 수학자 에피소드를 극으로 만들기,"
1. 수학에 대하여 긍정적인 태도를 함양한다.
2. 수학에 대한 여러 가지 지식을 획득한다."
경구중학교,구미시,29,900,과학,신나는 과학 탐험,"
1. 창의적 활동 과정을 통해 탐구력과 협동심을 기를 수 있다.
2. 다양한 주제 운영을 통해 문제해결 능력, 창의력, 상상력, 탐구력을 기를 수 있다.
3. 과학적 사고에 대한 응용력을 키우고, 다양한 탐구지식을 함양할 수 있다."
경구중학교,구미시,29,900,기술가정,슬기로운 “기술·가정”생활,"가정생활에 대한 지식, 능력, 가치 판단력을 함양하여 실천적 문제 해결을 통해 자립적인 삶을 영위할 수 있도록 한다."
광평중학교,구미시,75,1300,국어,책으로 여는 세상 ,학생 각자가 자신의 독서 습관을 되돌아보고 자신의 독서태도를 수정하며 독서를 통해 세상과 소통하는 능력을 키운다.
광평중학교,구미시,75,1300,국어,책사랑 국어,학생들이 자신의 독서 습관을 되돌아보고 자신의 독서 태도를 수정하며 독서를 통해 세상과 소통하는 능력을 키운다.
광평중학교,구미시,75,1300,사회,지리 인문학 여행,"영화에서 찾아볼 수 있는 지리에 대한 이야기를 살펴보고, 우리가 사는 세상을 지리적 관점에서 바라보고 이해할 수 있다."
광평중학교,구미시,75,1300,사회,경제야 놀자,경제교육과 보드게임으로 아이들에게 현금의 흐름을 관리하고 삶의 가치관을 스스로 만들어 낼 수 있도록 운영함
광평중학교,구미시,75,1300,과학,슬기로운 지구 생활,"기후 변화와 환경 재난에 대응하고 환경과 인간의 공존을 추구하며, 삶의 지속가능성을 유지하기 위한 생태 전환적인 주제를 탐구함."
광평중학교,구미시,75,1300,수학,수학탐험,"테셀레이션, 지오데식돔, 정수할리갈리, 통계포스터, 루미큐브 등"
광평중학교,구미시,75,1300,수학,수학감성충만,생활 속에서 수학적 원리가 포함된 것들을 찾고 활동함으로 수학적 감성을 충전해보는 시간
광평중학교,구미시,75,1300,영어,세상을 바꾸는 한 걸음,"영어로 된 영화, 연설 및 음악을 감상한 뒤 모둠 퀴즈, 토론, 후기 작성, 발표 등 다양한 활동을 통해 이해의 폭을 넓힘."
광평중학교,구미시,75,1300,영어,영어로 만나는 넓은 세상,인공지능 챗봇을 활용한 말하기 활동을 통하여 의사 소통역량과 자기 주도적 학습 역량을 기를 수 있다.
구미신평중학교,구미시,113,1700,도덕,도덕함으로 세상보기,"
1. 학생들에게 친숙한 다양한 매체를 통해 사회 현상에 관심을 가지고 문제해결에 적극적으로 참여하려는 자세를 기른다.
2. 다양한 도덕 문제를 통해 도덕적 사고를 함양할 수 있다."
구미신평중학교,구미시,113,1700,기술가정,환경식생활 탐구반,"
1. 청소년기의 식생활의 중요성을 인식하고 당류에 대한 이해를 통해 건강하고 안전한 식습관을 실천할 수 있다. 
2. 기후 위기 등의 환경문제의 심각성을 인지하고 식생활과 연계하여 환경을 지키고 탄소중립을 실천하는 식생활 방법을 탐구한다."
구미신평중학교,구미시,113,1700,한문,슬기로운 한자생활,"
1. 한자의 음과 뜻을 알고 생활 속 한자어의 의미를 이해할 수 있다.
2. 생활 속 한자 어휘 찾기 게임을 통해서 어휘력을 신장시킬 수 있다."
구미여자중학교,구미시,113,2030,국어,문학적 상상력 키우기,"
 자신의 시선으로 문제적 현실을 발견하고 이를 해결하는 과정을 녹여낸 소설을 쓰고 
이를 공유하여 문학적 상상력을 기른다."
구미여자중학교,구미시,113,2030,사회,사회로 보는 세상,"
현대 사회에서 발생하는 다양한 인문·자연 현상들을 분석하여 사회의 여러 문제를 창의적, 합리적으로 해결하고 공동체 생활에 적극적으로 참여하는 자세를 기른다."
구미여자중학교,구미시,113,2030,과학,빛의 과학,빛과 눈에 관한 다양한 과학원리에 대해 탐구하고 이를 다양한 방법으로 표현할 수 있다.
구미여자중학교,구미시,113,2030,기술가정,목공체험DIY,"
1. 실생활에 필요한 목재 생활용품을 창의적으로 설계할 수 있다.
2. 창의적인 목재 생활용품을 제작할 수 있다."
구미여자중학교,구미시,113,2030,영어,영어로 표현하는 일상,"
1. 일상생활과 관련된 다양한 영어 컨텐츠를 감상하면서 주제와 세부사항을 정확히 파악할 수 있다.
 2. 일상생활과 관련된 표현을 활용하여 다양한 영어 컨텐츠를 제작할 수 있다."
구미인덕중학교,구미시,351,3520,국어,슬기로운 국어생활,"
1. 효과적인 독서 방법을 알고 독서하는 즐거움을 기를 수 있다.
2. 독서 후 창의적인 발상과 심미적 역량으로 다양한 독후 활동을 할 수 있다."
구미인덕중학교,구미시,351,3520,수학,수학의 발견,"
 1. 생활 속 여러 가지 주제들을 가지고 교과서 안팎의 수학을 체험할 수 있다.
 2. 수학의 중요성과 미래 사회의 변화에 대해 인지하면서 수학에 대한 흥미를 느낄 수 있다."
구미인덕중학교,구미시,351,3520,수학,체험으로 즐기는 수학반,"
 1. 생활 속 여러 가지 주제들을 가지고 교과서 안팎의 수학을 체험할 수 있다.
 2. 수학의 중요성과 미래 사회의 변화에 대해 인지하면서 수학에 대한 흥미를 느낄 수 있다."
구미인덕중학교,구미시,351,3520,사회,지구촌 시사 탐구반,"
1. 자연재해가 자주 발생하는 지역과 까닭을 설명하고, 주민의 삶에 미친 영향과 피해극복 방안을 찾을 수 있다.
2. 자원 분포의 편재성과 소비량의 지역적 차이에 따른 국가 간 경쟁과 갈등을 설명할 수 있다. 
3. 풍부한 자원이 주민의 삶에 미친 영향을 알아보고, 지속 가능한 자원의 개발 사례와 효과를 설명할 수 있다."
구미인덕중학교,구미시,351,3520,수학,전지적 수학시점,"
1. 여러 활동을 통해 수학적 내용에 대한 이해와 호기심을 높인다.
2. 포스터, 디자인, 만화 등을 도구로 심미적 감성을 높인다.
3. 학생의 다양한 아이디어 생성에 중점을 두어 창의적 사고 역량을 기른다."
구미인덕중학교,구미시,351,3520,과학,미래과학 탐색반,"
 1. 4차산업혁명시대에 필요한 과학적 탐구 역량 강화
 2. 4차산업혁명시대에 필요한 창의 융합형 미래 인재 양성"
구미중학교,구미시,125,1700,영어,영어 프로젝트 학습반,"
?원어민 선생님과 함께 세계 여러 대륙별, 여러 나라별 문화를 알아보고 국제 관계에 대한 관심을 키운다.
?관련 어휘와 표현을 학습하며 영어 의사소통을 능력을 함양한다."
구미중학교,구미시,125,1700,수학,수학체험반,"
? 실생활에서 활용되는 수학적 활동을 함으로써 수학에 대하여 관심과 흥미를 가지고, 수학적인 사고력과 논리력을 키운다."
구미중학교,구미시,125,1700,국어,다독다독반,"다양한 독서활동을 통해 사고능력을 신장시키고, 독서 활동의 결과물을 글로 작성한 후 독서 경험을 내면화한다"
구미중학교,구미시,125,1700,과학,과학탐구반,"
? 과학 원리를 활용한 재미있는 실험 놀이를 체험하여 과학의 즐거움을 느낄 수 있도록 하고,
 과학 탐구에 대한 흥미와 호기심을 가질 수 있도록 한다.
? 탐구 활동을 통한 학생들의 소질 계발과 진로 탐색 활동 기회를 제공한다."
금오중학교,구미시,168,1980,국어,"미디어 속, 세상 그리고 나를 만나다.","
 1. 다양한 매체를 통해 세상을 볼 수 있다. 
 2. 세상 보기를 통해 자아와 자아를 둘러싼 세계에 대해 생각해 볼 수 있다."
금오중학교,구미시,168,1980,영어,Fun with Writing,"
 1. 실제 생활과 연관된 여러 가지 영어활동을 통해 재미있고 효과적인 영어 사용 능력을 함양할 수 있다.
 2. 세계의 다양한 문화에 대한 이해와 포용력을 높이고, 비교 문화적 시각으로 우리 문화도 새롭게 바라볼 수 있다."
금오중학교,구미시,168,1980,수학,수학의 재발견,"
 1. 학생 중심 활동 수업을 통한 수학적 탐구력 신장
 2. 모둠별 활동을 통해 협동과 의사소통 능력 신장"
금오중학교,구미시,168,1980,과학,"작지만 큰 세상, 세포 관찰","
 1. 세포를 관찰하여 구조와 기능을 설명할 수 있다.
 2. 생태계를 이해하고 생물 다양성과 분류 및 보전에 대하여 설멍할 수 있다."
금오중학교,구미시,168,1980,기술가정,생활쏙쏙 제조기술,"
 1. 제조기술에 쓰이는 재료의 종류와 각각 특징에 대해서 설명할 수 있다.
 2. 다양한 재료를 활용하여 실생활에 쓰이는 물품을 제작할 수 있다."
도개중학교,구미시,9,700,국어,사진 시 쓰기,"
 1. 사진시를 제작하는 과정에서 자신을 둘러싼 대인관계와 자연을 관찰하고 이를 표현할 수 있다.
 2. 사진시 제작 활동을 통해 인문학적 소양을 배양할 수 있다."
도개중학교,구미시,9,700,영어,영어 콘텐츠 감상 및 제작,"
 1. 다양한 미디어를 통해 영어에 대한 노출을 늘려 영어에 대한 흥미와 동기를 높인다. 
 2. 다양한 콘텐츠를 영어로 제작하며 자신만의 영어 콘텐츠 포트폴리오를 만든다."
도개중학교,구미시,9,700,수학,스마트 수학,"
가. 실생활의 다양한 문제 상황을 새롭게 인식하여 수학의 유용성을 체험한다.
나. 인터넷 자료 중 수학 관련 자료를 검색하고 발표 및 토론하는 바람직한 습관을 형성하여 자기주도 학습의 능력을 신장한다.
다. 디지털 교육과 접목 되는 수학 과제를 통해 태블릿을 저작도구와 조사도구로 원활하게 사용할 수 있다."
도개중학교,구미시,9,700,과학,창의융합과학,"미래사회가 요구하는 융합적이고 독창적인 사고력을 가진 인재를 양성하고, 자연현상에 대해 의문을 갖는 태도를 길러 창의성과 문제해결력을 기른다."
도개중학교,구미시,9,700,사회,다문화 여행하기,"
 1. 우리 사회에서 나타나는 다문화의 모습을 제시할 수 있다.
 2. 다문화 사회에서 필요한 바람직한 삶의 자세를 지닌다."
도송중학교,구미시,226,2500,국어,문학으로 삶을 배우다,"
1. 시 소설, 수필 등 문학의 장르적 특성을 고려하여 작품을 분석하고, 분석 내용을 토대로 모둠별 또는 개인별로 삶은 담은 하나의 산출물을 만들어 가는 과정에서 창의적 사고력과 협력적 문제 해결력, 의사 소통 역량을 기를 수 있다.
2. 다양한 프로젝트 과제를 수행하는 과정을 통해 대인 관계 역량을 기르고, 문학 작품을 자신의 생활과 관련지어 생각할 수 있는 비판적 성찰 역량을 함양할 수 있다."
도송중학교,구미시,226,2500,국어,"안녕, 문학","
1. 다양한 장르의 문학을 감상하여 문학에 대한 흥미를 갖는다.
2. 문학을 읽고 쓰고 소통하며 학생들의 예술적 감수성과 표현력을 기른다.
3. 문학을 창작하고 향유하는 습관을 형성하여 미래사회에 필요한 창의적 사고 역량과 심미적 감성 역량을 함양한다."
도송중학교,구미시,226,2500,과학,과학놀이터,"
 생활 속에서 과학적 요소를 찾고 탐구 및 해보기 활동을 통해 교과 수업과 연관지어 설명할 수 있다."
도송중학교,구미시,226,2500,기술가정,힐링쏘잉,"
1. 편안한 분위기에서의 작품 제작 시간을 통해 정서적 안정을 도모하고, 삶의 힘을 기를 수 있다.
2. 다양한 생활용품 제작의 체험을 통해 심미적 감성 역량과 협업 능력을 함양할 수 있다."
도송중학교,구미시,226,2500,수학,수학게임,"
1. 실생활 속 수학을 찾고, 그 속에 담긴 원리를 이해한다.
2. 수학과 다양한 주제를 연결하여 수학에 대한 호기심을 높인다."
도송중학교,구미시,226,2500,수학,수학탐구,"
1. 실생활 속 수학을 찾고, 그 속에 담긴 원리를 이해한다.
2. 수학과 다양한 주제를 연결하여 수학에 대한 호기심을 높인다."
도송중학교,구미시,226,2500,수학,수학체험,"? 실생활에서 활용되는 수학적 활동을 함으로써 수학에 대하여 관심과 흥미를 가지고, 수학적인 사고력과 논리력을 키운다."
